id,filepath,average safety,average urgency,stretched_safety,stretched_urgency
0,acoustic_instrument_samples/Distorted_Electric_Guitar.wav,0.46666666666666656,0.3780160857908848,0.6950736927114879,0.5917122290008656
1,acoustic_instrument_samples/Electric_Guitar.wav,0.041025641025641005,-0.0026809651474530294,0.05661215424994952,0.020666652593358835
2,acoustic_instrument_samples/Electric_Piano.wav,-0.26153846153846155,-0.24932975871313662,-0.3972339995962043,-0.3493065377551665
3,acoustic_instrument_samples/Glockenspiel.wav,-0.9948717948717949,-0.7962466487935658,-0.990147385422976,-1.0493762006290768
4,acoustic_instrument_samples/Harp.wav,-0.7128205128205131,-0.7801608579088471,-0.990147385422976,-1.0493762006290768
5,acoustic_instrument_samples/Marimba.wav,-0.953846153846154,-0.7747989276139409,-0.990147385422976,-1.0493762006290768
6,acoustic_instrument_samples/Nylon_Guitar.wav,-1.0,-1.0,-0.990147385422976,-1.0493762006290768
7,acoustic_instrument_samples/acoustic_grand_piano.wav,-0.5282051282051283,-0.5388739946380695,-0.7972339995962044,-0.7836228916425658
8,acoustic_instrument_samples/acoustic_guitar.wav,-0.676923076923077,-0.7158176943699732,-0.990147385422976,-1.0490384412404214
9,acoustic_instrument_samples/bassoon_legato_group.wav,0.6205128205128203,0.576407506702413,0.9258429234807185,0.8892993603681579
10,acoustic_instrument_samples/bassoon_legato_solo.wav,0.5743589743589743,0.5281501340482575,0.8566121542499495,0.8169133013869246
11,acoustic_instrument_samples/bassoon_staccato_group.wav,-0.5230769230769231,-0.6461126005361931,-0.7895416919038967,-0.9444808004897514
12,acoustic_instrument_samples/bassoon_staccato_solo.wav,-0.6307692307692307,-0.742627345844504,-0.9510801534423582,-1.0493762006290768
13,acoustic_instrument_samples/cello_legato_group.wav,0.8153846153846153,0.6890080428954425,1.009852614577024,0.9506237993709232
14,acoustic_instrument_samples/cello_pizziccato_group.wav,-0.2102564102564103,-0.23860589812332428,-0.3203109226731274,-0.333220746870448
15,acoustic_instrument_samples/cello_staccato_group.wav,0.14871794871794866,-0.03485254691688994,0.218150615788411,-0.027590720060796523
16,acoustic_instrument_samples/clarinet_legato_group.wav,0.3025641025641025,0.32975871313672933,0.4489198465576418,0.5193261700196323
17,acoustic_instrument_samples/clarinet_legato_solo.wav,0.4564102564102564,0.383378016085791,0.6796890773268727,0.5997551244432249
18,acoustic_instrument_samples/clarinet_staccato_group.wav,-0.36923076923076925,-0.43699731903485245,-0.5587724611346658,-0.6308078782377403
19,acoustic_instrument_samples/clarinet_staccato_solo.wav,-0.7025641025641025,-0.839142091152815,-0.990147385422976,-1.0493762006290768
20,acoustic_instrument_samples/dizi.wav,0.09230769230769229,0.222520107238606,0.13353523117302643,0.35846826117244734
21,acoustic_instrument_samples/double_bass_pizziccato_group.wav,-0.08205128205128209,-0.3136729222520106,-0.12800323036543515,-0.4458212830634775
22,acoustic_instrument_samples/double_bass_solo.wav,-0.5384615384615384,-0.7050938337801607,-0.8126186149808197,-1.0329526503557025
23,acoustic_instrument_samples/electric_bass.wav,0.041025641025641005,-0.31903485254691677,0.05661215424994952,-0.45386417850583677
24,acoustic_instrument_samples/erhu.wav,0.5076923076923077,0.5924932975871314,0.7566121542499495,0.9134280466952356
25,acoustic_instrument_samples/flute_legato_group.wav,-0.15897435897435902,-0.1045576407506701,-0.2433878457500505,-0.13214836081146678
26,acoustic_instrument_samples/flute_legato_solo.wav,-0.36923076923076925,-0.388739946380697,-0.5587724611346658,-0.5584218192565071
27,acoustic_instrument_samples/flute_staccato_group.wav,-0.45128205128205123,-0.4477211796246648,-0.6818493842115888,-0.6468936691224588
28,acoustic_instrument_samples/flute_staccato_solo.wav,-0.676923076923077,-0.6300268096514744,-0.990147385422976,-0.9203521141626732
29,acoustic_instrument_samples/french_horn_legato_group.wav,0.9999999999999999,1.0,1.009852614577024,0.9506237993709232
30,acoustic_instrument_samples/french_horn_legato_solo.wav,0.20512820512820507,0.20643431635388745,0.3027660004037956,0.3343395748453695
31,acoustic_instrument_samples/french_horn_staccato_group.wav,-0.14871794871794874,-0.07238605898123314,-0.2280032303654351,-0.08389098815731133
32,acoustic_instrument_samples/french_horn_staccato_solo.wav,-0.41538461538461535,-0.5495978552278818,-0.6280032303654349,-0.7997086825272843
33,acoustic_instrument_samples/guzheng.wav,-0.45641025641025645,-0.49597855227882026,-0.6895416919038966,-0.719279728103692
34,acoustic_instrument_samples/koto.wav,-0.6820512820512821,-0.742627345844504,-0.990147385422976,-1.0493762006290768
35,acoustic_instrument_samples/lute.wav,-0.8461538461538461,-0.8498659517426274,-0.990147385422976,-1.0493762006290768
36,acoustic_instrument_samples/oboe_legato_group.wav,0.4923076923076923,0.5227882037533513,0.7335352311730264,0.8088704059445654
37,acoustic_instrument_samples/oboe_staccato_group.wav,-0.4205128205128206,-0.5013404825737265,-0.6356955380577428,-0.7273226235460515
38,acoustic_instrument_samples/organ.wav,0.641025641025641,0.6890080428954425,0.9566121542499494,0.9506237993709232
39,acoustic_instrument_samples/piccolo_legato_group.wav,-0.08717948717948723,-0.1260053619302948,-0.13569553805774284,-0.1643199425809038
40,acoustic_instrument_samples/piccolo_staccato_group.wav,-0.5076923076923078,-0.49061662198391415,-0.7664647688269737,-0.7112368326613329
41,acoustic_instrument_samples/pipa.wav,-0.7128205128205131,-0.7747989276139409,-0.990147385422976,-1.0493762006290768
42,acoustic_instrument_samples/shakuhachi.wav,0.03589743589743587,-0.050938337801608446,0.04891984655764181,-0.051719406387874284
43,acoustic_instrument_samples/sitar.wav,-0.5384615384615384,-0.3994638069705093,-0.8126186149808197,-0.5745076101412256
44,acoustic_instrument_samples/trombone_legato_group.wav,0.5897435897435896,0.6246648793565684,0.8796890773268725,0.9506237993709232
45,acoustic_instrument_samples/trombone_legato_solo.wav,0.6564102564102563,0.7104557640750672,0.9796890773268724,0.9506237993709232
46,acoustic_instrument_samples/trombone_staccato_group.wav,0.7487179487179486,0.7801608579088471,1.009852614577024,0.9506237993709232
47,acoustic_instrument_samples/trombone_staccato_solo.wav,-0.29743589743589743,-0.388739946380697,-0.45108015344235813,-0.5584218192565071
48,acoustic_instrument_samples/trumpet_legato_group.wav,0.6205128205128203,0.7265415549597856,0.9258429234807185,0.9506237993709232
49,acoustic_instrument_samples/trumpet_legato_solo.wav,0.641025641025641,0.7211796246648795,0.9566121542499494,0.9506237993709232
50,acoustic_instrument_samples/trumpet_staccato_group.wav,0.056410256410256404,-0.1045576407506701,0.07968907732687262,-0.13214836081146678
51,acoustic_instrument_samples/trumpet_staccato_solo.wav,-0.06153846153846157,-0.0026809651474530294,-0.09723399959620434,0.020666652593358835
52,acoustic_instrument_samples/tuba_legato_group.wav,0.6000000000000001,0.4745308310991958,0.8950736927114881,0.7364843469633321
53,acoustic_instrument_samples/tuba_legato_solo.wav,0.24102564102564095,0.07774798927613952,0.35661215424994946,0.14131008422874766
54,acoustic_instrument_samples/tuba_staccato_group.wav,0.22051282051282042,0.09919571045576414,0.32584292348071864,0.1734816659981846
55,acoustic_instrument_samples/tuba_staccato_solo.wav,-0.6564102564102565,-0.9302949061662197,-0.9895416919038967,-1.0493762006290768
56,acoustic_instrument_samples/viola_long_group.wav,0.4307692307692307,0.3565683646112602,0.6412275388653341,0.5595406472314286
57,acoustic_instrument_samples/viola_pizziccato_group.wav,-0.482051282051282,-0.41018766756032166,-0.7280032303654349,-0.5905934010259442
58,acoustic_instrument_samples/viola_staccato_group.wav,0.09743589743589744,0.1528150134048258,0.14122753886533415,0.2539106204217771
59,acoustic_instrument_samples/violin_legato_group.wav,0.6000000000000001,0.42627345844504033,0.8950736927114881,0.6640982879820989
60,acoustic_instrument_samples/violin_pizziccato_group.wav,-0.07692307692307693,-0.1260053619302948,-0.12031092267312739,-0.1643199425809038
61,acoustic_instrument_samples/violin_staccato_group.wav,0.19999999999999993,0.27077747989276146,0.2950736927114879,0.4308543201536806
62,acoustic_instrument_samples/xiao.wav,0.05128205128205125,0.0241286863270778,0.07199676963456489,0.06088112980515508
63,acoustic_instrument_samples/xylophone.wav,-0.9384615384615385,-0.9678284182305628,-0.990147385422976,-1.0493762006290768
64,synth_samples/sawtooth-LFO0-attack1-release2000.wav,0.45128205128205123,0.42091152815013416,0.6719967696345649,0.6560553925397397
65,synth_samples/sawtooth-LFO0-attack1-release500.wav,0.43589743589743585,0.3994638069705095,0.6489198465576419,0.6238838107703026
66,synth_samples/sawtooth-LFO0-attack100-release2000.wav,0.43589743589743585,0.4584450402144773,0.6489198465576419,0.7123556606362543
67,synth_samples/sawtooth-LFO0-attack100-release500.wav,0.43589743589743585,0.3941018766756033,0.6489198465576419,0.6158409153279434
68,synth_samples/sawtooth-LFO1-attack1-release2000.wav,0.21025641025641018,0.10455764075067034,0.31045830809610325,0.1815245614405439
69,synth_samples/sawtooth-LFO1-attack1-release500.wav,0.18974358974358968,0.061662198391420994,0.27968907732687254,0.11718139790166987
70,synth_samples/sawtooth-LFO1-attack100-release2000.wav,0.22564102564102556,0.21715817694369985,0.33353523117302636,0.3504253657300881
71,synth_samples/sawtooth-LFO1-attack100-release500.wav,0.21025641025641018,0.10455764075067034,0.31045830809610325,0.1815245614405439
72,synth_samples/sawtooth-LFO10-attack1-release2000.wav,0.2512820512820512,0.1367292225201073,0.37199676963456485,0.22978193409469932
73,synth_samples/sawtooth-LFO10-attack1-release500.wav,0.26153846153846144,0.19571045576407514,0.3873813850191802,0.31825378396065107
74,synth_samples/sawtooth-LFO10-attack100-release2000.wav,0.39999999999999997,0.23324396782841827,0.595073692711488,0.3745540520571658
75,synth_samples/sawtooth-LFO10-attack100-release500.wav,0.4461538461538461,0.31903485254691705,0.6643044619422572,0.5032403791349139
76,synth_samples/sawtooth-LFO30-attack1-release2000.wav,0.6153846153846154,0.47989276139410203,0.9181506157884111,0.7445272424056913
77,synth_samples/sawtooth-LFO30-attack1-release500.wav,0.5897435897435896,0.4745308310991958,0.8796890773268725,0.7364843469633321
78,synth_samples/sawtooth-LFO30-attack100-release2000.wav,0.6051282051282051,0.4530831099195712,0.9027660004037956,0.7043127651938951
79,synth_samples/sawtooth-LFO30-attack100-release500.wav,0.5076923076923077,0.4745308310991958,0.7566121542499495,0.7364843469633321
80,synth_samples/sine-LFO0-attack1-release2000.wav,-0.6000000000000001,-0.36193029490616613,-0.9049263072885122,-0.5182073420447108
81,synth_samples/sine-LFO0-attack1-release500.wav,-0.5384615384615384,-0.5388739946380695,-0.8126186149808197,-0.7836228916425658
82,synth_samples/sine-LFO0-attack100-release2000.wav,-0.5948717948717949,-0.6353887399463806,-0.8972339995962043,-0.9283950096050324
83,synth_samples/sine-LFO0-attack100-release500.wav,-0.5128205128205129,-0.5013404825737265,-0.7741570765192813,-0.7273226235460515
84,synth_samples/sine-LFO1-attack1-release2000.wav,-0.3128205128205129,-0.5495978552278818,-0.4741570765192813,-0.7997086825272843
85,synth_samples/sine-LFO1-attack1-release500.wav,-0.33846153846153854,-0.5281501340482573,-0.5126186149808197,-0.7675371007578475
86,synth_samples/sine-LFO1-attack100-release2000.wav,-0.3128205128205129,-0.5442359249329758,-0.4741570765192813,-0.7916657870849253
87,synth_samples/sine-LFO1-attack100-release500.wav,-0.36410256410256414,-0.581769436997319,-0.5510801534423582,-0.8479660551814401
88,synth_samples/sine-LFO10-attack1-release2000.wav,-0.2,-0.3458445040214477,-0.304926307288512,-0.4940786557176331
89,synth_samples/sine-LFO10-attack1-release500.wav,-0.276923076923077,-0.45844504021447713,-0.4203109226731275,-0.6629794600071773
90,synth_samples/sine-LFO10-attack100-release2000.wav,-0.18461538461538468,-0.3994638069705093,-0.281849384211589,-0.5745076101412256
91,synth_samples/sine-LFO10-attack100-release500.wav,-0.17948717948717957,-0.4048257372654155,-0.27415707651928134,-0.5825505055835849
92,synth_samples/sine-LFO30-attack1-release2000.wav,-0.18461538461538468,-0.24396782841823042,-0.281849384211589,-0.34126364231280726
93,synth_samples/sine-LFO30-attack1-release500.wav,-0.20512820512820518,-0.292225201072386,-0.3126186149808197,-0.41364970129404055
94,synth_samples/sine-LFO30-attack100-release2000.wav,-0.08717948717948723,-0.17962466487935644,-0.13569553805774284,-0.24474889700449626
95,synth_samples/sine-LFO30-attack100-release500.wav,-0.06666666666666668,-0.1045576407506701,-0.104926307288512,-0.13214836081146678
96,synth_samples/square-LFO0-attack1-release2000.wav,0.4307692307692307,0.5603217158176944,0.6412275388653341,0.8651706740410801
97,synth_samples/square-LFO0-attack1-release500.wav,0.42564102564102557,0.4369973190348526,0.6335352311730265,0.6801840788668173
98,synth_samples/square-LFO0-attack100-release2000.wav,0.4461538461538461,0.38873994638069714,0.6643044619422572,0.6077980198855841
99,synth_samples/square-LFO0-attack100-release500.wav,0.4615384615384615,0.3941018766756033,0.6873813850191803,0.6158409153279434
100,synth_samples/square-LFO1-attack1-release2000.wav,0.32820512820512815,0.26541554959785535,0.4873813850191802,0.4228114247113214
101,synth_samples/square-LFO1-attack1-release500.wav,0.31282051282051276,0.22788203753351216,0.46430446194225716,0.3665111566148066
102,synth_samples/square-LFO1-attack100-release2000.wav,0.3435897435897435,0.2975871313672923,0.5104583080961033,0.4710687973654768
103,synth_samples/square-LFO1-attack100-release500.wav,0.2666666666666666,0.2386058981233245,0.3950736927114879,0.3825969474995251
104,synth_samples/square-LFO10-attack1-release2000.wav,0.37948717948717936,0.3941018766756033,0.5643044619422571,0.6158409153279434
105,synth_samples/square-LFO10-attack1-release500.wav,0.3948717948717948,0.383378016085791,0.5873813850191802,0.5997551244432249
106,synth_samples/square-LFO10-attack100-release2000.wav,0.4307692307692307,0.3780160857908848,0.6412275388653341,0.5917122290008656
107,synth_samples/square-LFO10-attack100-release500.wav,0.3897435897435897,0.34584450402144784,0.5796890773268726,0.5434548563467101
108,synth_samples/square-LFO30-attack1-release2000.wav,0.5897435897435896,0.517426273458445,0.8796890773268725,0.800827510502206
109,synth_samples/square-LFO30-attack1-release500.wav,0.5692307692307692,0.4906166219839143,0.8489198465576419,0.7606130332904099
110,synth_samples/square-LFO30-attack100-release2000.wav,0.723076923076923,0.5549597855227884,1.009852614577024,0.8571277785987209
111,synth_samples/square-LFO30-attack100-release500.wav,0.6358974358974359,0.4691689008042897,0.9489198465576417,0.7284414515209728
112,synth_samples/triangle-LFO0-attack1-release2000.wav,-0.2820512820512821,-0.27613941018766747,-0.42800323036543514,-0.3895210149669628
113,synth_samples/triangle-LFO0-attack1-release500.wav,-0.27179487179487183,-0.24932975871313662,-0.4126186149808197,-0.3493065377551665
114,synth_samples/triangle-LFO0-attack100-release2000.wav,-0.23589743589743595,-0.24932975871313662,-0.35877246113466593,-0.3493065377551665
115,synth_samples/triangle-LFO0-attack100-release500.wav,-0.23076923076923084,-0.3833780160857908,-0.35108015344235827,-0.5503789238141479
116,synth_samples/triangle-LFO1-attack1-release2000.wav,-0.12307692307692314,-0.27613941018766747,-0.1895416919038967,-0.3895210149669628
117,synth_samples/triangle-LFO1-attack1-release500.wav,-0.1743589743589744,-0.29758713136729215,-0.2664647688269736,-0.4216925967363998
118,synth_samples/triangle-LFO1-attack100-release2000.wav,-0.12307692307692314,-0.3297587131367291,-0.1895416919038967,-0.4699499693905553
119,synth_samples/triangle-LFO1-attack100-release500.wav,-0.31794871794871793,-0.3994638069705093,-0.4818493842115889,-0.5745076101412256
120,synth_samples/triangle-LFO10-attack1-release2000.wav,-0.07692307692307693,-0.17962466487935644,-0.12031092267312739,-0.24474889700449626
121,synth_samples/triangle-LFO10-attack1-release500.wav,-0.22051282051282056,-0.27077747989276124,-0.3356955380577428,-0.3814781195246035
122,synth_samples/triangle-LFO10-attack100-release2000.wav,-0.10256410256410256,-0.3136729222520106,-0.15877246113466584,-0.4458212830634775
123,synth_samples/triangle-LFO10-attack100-release500.wav,0.005128205128205082,-0.2064343163538873,0.002766000403795635,-0.28496337421629253
124,synth_samples/triangle-LFO30-attack1-release2000.wav,-0.07692307692307693,-0.1420911528150133,-0.12031092267312739,-0.18844862890798159
125,synth_samples/triangle-LFO30-attack1-release500.wav,-2.7755575615628914e-17,-0.08847184986595165,-0.00492630728851203,-0.1080196744843891
126,synth_samples/triangle-LFO30-attack100-release2000.wav,0.015384615384615372,-0.08310991957104547,0.018150615788411067,-0.09997677904202981
